1,-0.016644,0.0029612,-0.52144,-0.15564,0.049078,-0.040623,-0.2624,-0.54052,-0.041144,-0.18815,-0.38922,-0.34596,0.18857,-0.055783,-0.04686,-0.11996,0.40782,-0.097527,-0.47358,-0.45205,0.23495,-0.53645,-0.023784,-0.61007,-1.0454,-1.6257,-0.18706,0.085741,0.22819,0.20654,-0.84729
2,-0.042453,0.5546,-0.18772,0.36604,0.62664,0.59223,0.43477,0.41043,0.81131,0.70841,0.49544,0.17839,0.89145,0.97701,0.91353,1.0432,1.1105,1.119,0.17169,0.086497,-0.094728,0.38916,0.31224,0.14783,-0.4581,-0.28726,0.49991,0.6229,1.3034,0.90855,0.34846
3,0.033328,0.42128,0.25334,0.18961,-0.37236,-0.26709,-0.12258,0.01418,-0.1854,-0.6396,-0.37725,-0.051938,-0.11455,0.64745,0.10304,0.26687,-0.12546,0.5067,0.14698,0.4502,-0.23577,-0.51265,-0.21113,-0.67534,0.31172,0.37031,0.66686,0.41826,1.1818,1.4211,-0.28109
4,1.5838,3.3024,1.5938,1.532,2.8346,1.8655,2.5683,2.4351,2.9456,3.0964,1.221,1.3034,2.1641,2.8565,2.7201,2.98,2.5735,3.3167,2.2683,2.0136,0.42106,2.4262,1.8506,1.9885,1.2795,0.11353,1.408,1.8127,5.0591,3.8472,2.5472
5,1.831,0.99642,1.4171,1.6068,0.39697,0.23722,1.1056,1.0485,1.0847,1.225,0.88723,0.97856,2.0517,1.8632,1.5796,1.904,2.5656,2.2325,1.304,1.3364,2.5199,2.1185,1.5629,0.24747,-0.11508,0.049141,1.232,1.5754,1.151,0.73192,1.5066
6,0.7488,0.79259,0.35815,0.19478,-0.25129,0.090723,0.29662,0.24897,0.18032,0.68952,0.7311,0.29488,0.16976,0.18591,0.25731,0.24755,0.22127,0.1127,0.49988,0.737,0.69305,0.63382,0.37931,-0.19927,-0.37559,1.0252,1.1754,1.2268,1.8185,0.63976,0.48319
7,0.37221,0.036733,0.50053,-0.044478,-0.35894,-0.41768,0.73066,0.51356,0.22963,-0.13997,0.014514,0.24326,1.3194,1.3144,0.97664,1.1938,1.34,1.2281,-0.60915,-0.53503,1.3268,-0.073158,0.74491,-0.5717,-1.8108,-0.41158,0.38692,0.64978,-0.57528,-0.39138,-0.2623
8,1.0687,0.83528,0.53247,0.71331,-0.76177,-1.181,0.6153,0.14154,-0.48723,-0.70569,-0.50085,0.1602,1.0473,1.2956,0.37022,0.5388,0.71445,0.99971,1.0556,1.9157,0.70286,-0.65955,0.50227,-2.3023,0.18055,4.1126,0.8505,0.41543,1.6715,2.9865,-0.21006
9,0.4024,0.046601,0.34639,0.0033355,-0.71178,-0.6529,-0.3976,-0.37073,-0.49981,-0.40984,-0.45157,-0.015426,-0.13631,-0.046978,-0.16879,-0.18684,-0.19079,-0.15569,-0.35127,-0.4369,0.22965,0.40075,0.28754,0.041398,0.067686,-0.49541,-0.48439,-0.72424,0.26793,0.26006,0.44164
10,-0.58597,0.74354,1.0458,1.2911,0.12917,0.49278,0.3959,0.60955,0.41592,-0.049076,0.18521,0.18213,0.8509,0.75799,0.63767,0.83444,0.75526,0.87619,1.028,0.53413,0.61518,0.83207,0.48084,0.49531,0.59819,-0.4918,0.43099,0.82406,1.025,0.92656,2.2923
